time,open,high,low,close,volume,atr,Tankan_sen,Kijun_sen,ssl_up,ssl_down,bull_ema,bear_ema,aroon_up,aroon_down,deadzone,trend_up,trend_down,e1,trend_up_color,trend_down_color
2026-08-20 14:27:00,411.6,411.6726,411.46,411.515,33565,0.30454285714285284,411.5,411.20500000000004,411.71026,411.38589999999994,0.09036363636363255,0.08151515151514645,70.0,30.0,1.6282223242789442,0.0,1.0608992404826267,0.7864878625193796,green,red
2026-08-20 14:28:00,411.48,411.77,411.37,411.62,30595,0.3195428571428514,411.5,411.20500000000004,411.72726,411.3809,0.08121212121211986,0.07222727272727042,60.0,20.0,1.6267401010361542,0.0,0.2015329187935322,0.7876006201352084,green,orange
2026-08-20 14:29:00,411.65,411.97,411.65,411.85,29874,0.32418571428570836,411.71500000000003,411.20500000000004,411.77576,411.44989999999996,0.08928787878788096,0.05751515151515089,50.0,10.0,1.6234227000257933,1.3714923522627487,-0.0,0.8361786512682556,green,orange
2026-08-20 14:30:00,411.835,412.2,411.835,412.03,17648,0.3338285714285689,411.78499999999997,411.275,411.85126,411.5394,0.10103030303030279,0.044606060606060344,100.0,0.0,1.6206934730255356,2.2293156574801287,-0.0,0.9571646726245717,green,red
2026-08-20 14:31:00,412.055,412.09,411.89,411.96,26581,0.3259714285714251,411.78499999999997,411.275,411.88325999999995,411.59040000000005,0.09810606060605837,0.041151515151514585,90.0,70.0,1.6118865382952798,1.0811223421092109,-0.0,1.024049752077758,lime,red
2026-08-20 14:32:00,411.99,412.16,411.99,412.1552,9339,0.3273999999999993,411.78499999999997,411.275,411.94026,411.64939999999996,0.10285151515151181,0.036484848484847864,80.0,60.0,1.6031676729123288,2.073220202234438,-0.0,1.1504764369569784,green,red
2026-08-20 14:33:00,412.155,412.385,412.08,412.37,23910,0.31132857142856907,411.8775,411.3675,411.99176,411.71939999999995,0.11572242424242356,0.03045454545454497,100.0,50.0,1.5984209961832057,2.9675963581462383,-0.0,1.2992719865949311,green,red
2026-08-20 14:34:00,412.375,412.375,412.1,412.1,16029,0.29489999999999633,411.8775,411.3675,412.02325999999994,411.7544,0.11692727272727362,0.04742424242424063,90.0,40.0,1.5926117862213727,0.15388427109087388,-0.0,1.2954106158167633,lime,red
2026-08-20 14:35:00,412.14,412.49,412.02,412.4,36283,0.300614285714285,411.93,411.71500000000003,412.08226,411.78939999999994,0.13339030303030044,0.05469696969696732,100.0,30.0,1.59407566835916,2.039963014607906,-0.0,1.411295869756259,green,red
2026-08-20 14:36:00,412.43,412.67,412.4,412.595,40423,0.3063285714285736,412.02,411.805,412.17826,411.8795,0.1497539393939388,0.05351515151514883,100.0,20.0,1.5881249116755696,2.740566440280645,-0.0,1.575983873278119,green,red
2026-08-20 14:37:00,412.61,412.72,412.31,412.34,22388,0.30061428571428905,412.185,411.83000000000004,412.283,411.96449999999993,0.14752666666666778,0.06800000000000206,100.0,10.0,1.5874136625588149,0.02747150096013229,-0.0,1.6160305463471332,lime,red
2026-08-20 14:38:00,412.32,412.392,412.25,412.34,15902,0.2886142857142886,412.27750000000003,411.83000000000004,412.34520000000003,412.05249999999995,0.12820848484848732,0.07396969696970186,90.0,0.0,1.5767935259332266,0.0,0.2677165170382523,1.6398791323849764,lime,red
2026-08-20 14:39:00,412.35,412.4,412.23,412.27,14265,0.28432857142857415,412.305,411.83000000000004,412.3882,412.11049999999994,0.10334484848485083,0.07775757575758117,80.0,0.0,1.567315590673893,0.0,0.9985023828050998,1.4355306190758483,green,red
2026-08-20 14:40:00,412.28,412.34,412.1137,412.32,15642,0.28542142857143304,412.355,411.83000000000004,412.4022,412.13837,0.08575393939394294,0.07054545454545912,70.0,0.0,1.5600155347671532,0.0,0.6981380054565989,1.3907482841559613,green,orange
2026-08-20 14:41:00,412.33,412.33,412.06,412.075,25529,0.2895214285714311,412.37,411.83000000000004,412.15537000000006,412.4262,0.06954181818182216,0.08306060606061044,60.0,0.0,1.554405379419481,0.0,2.572802518869821,1.3399296880171505,green,red
2026-08-20 14:42:00,412.085,412.5,412.08,412.47,20651,0.2913071428571478,412.37,411.83000000000004,412.4602,412.1643700000001,0.08920848484849213,0.08422727272727693,50.0,0.0,1.5545863256252865,0.5826347144187594,-0.0,1.2916039927517886,green,orange
2026-08-20 14:43:00,412.475,412.65,412.46,412.6395,20220,0.27987857142857464,412.37,411.83000000000004,412.48670000000004,412.20237,0.10937696969697559,0.07690909090909469,40.0,20.0,1.5460704623690336,1.4292293021628666,-0.0,1.3698975099532618,green,red
2026-08-20 14:44:00,412.62,412.75,412.57,412.58,18537,0.26666428571428874,412.405,411.845,412.5242,412.24937,0.11164030303030748,0.06704545454545903,100.0,10.0,1.5372697577453434,0.43212558256414013,-0.0,1.3966906105002863,lime,red
2026-08-20 14:45:00,412.58,412.84,412.51,412.8,13918,0.2759500000000027,412.45,411.89,412.55920000000003,412.29837,0.11646666666667209,0.0572924242424287,100.0,0.0,1.5341070601678892,1.6526611232524147,-0.0,1.4381561837392383,green,red
2026-08-20 14:46:00,412.825,413.17,412.8,413.02,24416,0.28809285714285693,412.615,412.27,412.60920000000004,412.33836999999994,0.13035454545454872,0.04701212121212503,100.0,50.0,1.5324559895662107,2.5900874172515387,-0.0,1.497636252789107,green,red
2026-08-20 14:47:00,413.05,413.11,412.98,412.98,20223,0.27559285714285614,412.615,412.27,412.6482,412.40536999999995,0.13116666666666812,0.03920303030302965,90.0,40.0,1.5219414296705485,1.4283548850085026,-0.0,1.4459943904614647,lime,red
2026-08-20 14:48:00,413.0101,413.26,412.99,413.2326,45739,0.27594999999999864,412.65999999999997,412.315,412.735,412.47937,0.14169999999999747,0.03213636363636042,100.0,30.0,1.517082015373842,2.602605979295163,-0.0,1.483312874112471,green,red
2026-08-20 14:49:00,413.22,413.45,413.14,413.3932,22306,0.2645214285714254,412.755,412.40999999999997,412.84,412.57037,0.15013999999999467,0.025160606060601918,100.0,20.0,1.5133811952201037,2.8324311274684533,-0.0,1.6147368115289282,green,red
2026-08-20 14:50:00,413.37,413.48,413.24,413.31,14024,0.2623785714285662,412.78,412.425,412.954,412.683,0.14306787878787205,0.025824242424236542,100.0,10.0,1.507127383267903,1.2298561737344471,-0.0,1.7021382904979419,lime,red
2026-08-20 14:51:00,413.32,413.39,413.19,413.1922,8729,0.2473785714285636,412.97,412.425,413.05999999999995,412.796,0.12219030303029639,0.03434363636362856,90.0,0.0,1.4994561094352234,0.0,0.28814820511342987,1.6885322596793912,lime,red
2026-08-20 14:52:00,413.16,413.42,413.06,413.35,16909,0.2629499999999934,412.995,412.425,413.15199999999993,412.89400000000006,0.11060787878787352,0.037636363636355245,80.0,0.0,1.4977815483408718,0.5044825317605728,-0.0,1.7434110008462085,green,orange
2026-08-20 14:53:00,413.3331,413.61,413.32,413.47,21190,0.27152142857142636,413.06,412.49,413.24800000000005,412.98,0.10746060606060259,0.03535696969696195,100.0,0.0,1.4935337328574638,0.8483558152624937,-0.0,1.8484382659785297,green,red
2026-08-20 14:54:00,413.46,413.61,413.4,413.6,15821,0.27035714285714463,413.20500000000004,412.63,413.334,413.063,0.10960090909090647,0.02989333333332662,90.0,10.0,1.4863683955288907,1.1798992047357615,-0.0,1.8947539270800462,green,red
2026-08-20 14:55:00,413.56,413.7,413.51,413.56,16844,0.26464285714286007,413.34000000000003,412.7675,413.41999999999996,413.163,0.09922060606060394,0.02860696969696602,100.0,0.0,1.4785347115736016,0.20569645625585053,-0.0,1.96168880572327,lime,red
2026-08-20 14:56:00,413.575,413.76,413.5675,413.76,16770,0.24857142857142986,413.375,412.825,413.479,413.23975,0.10080848484848241,0.026105454545453172,100.0,0.0,1.471149364457865,1.1631649985434933,-0.0,2.0930682142362684,green,red
2026-08-20 14:57:00,413.77,414.11,413.77,413.94,40163,0.26000000000000306,413.58500000000004,413.05,413.579,413.31875,0.10988121212121045,0.022329696969697208,100.0,0.0,1.469387870813287,1.7564732297091723,-0.0,2.1966404544865554,green,red
2026-08-20 14:58:00,413.965,414.16,413.92,413.925,22581,0.2642857142857175,413.61,413.09000000000003,413.66900000000004,413.41175000000004,0.10659030303030219,0.01894787878787838,100.0,0.0,1.4635739921051545,0.8012990720078506,-0.0,2.243386026798021,lime,red
2026-08-20 14:59:00,413.925,414.16,413.925,414.11,42391,0.25750000000000534,413.61,413.09000000000003,413.73999999999995,413.49025,0.10986848484848483,0.015217575757575022,90.0,30.0,1.4576332521841036,1.4797090729979345,-0.0,2.2774033741059156,green,red
2026-08-20 15:00:00,414.14,414.4,414.05,414.3,33160,0.25607142857143117,413.73,413.21,413.832,413.57124999999996,0.12012242424242424,0.011063030303029625,100.0,20.0,1.4560069196622611,2.030261534474107,-0.0,2.3310412902409325,green,red
2026-08-20 15:01:00,414.34,415.27,414.17,414.68,93131,0.32535714285714334,414.29499999999996,413.66499999999996,414.02,413.66925000000003,0.1524484848484843,0.0071648484848481075,100.0,10.0,1.4821468504656372,3.802571736093796,-0.0,2.3563133162155054,green,red
2026-08-20 15:02:00,414.7,416.01,414.7,415.015,179505,0.40035714285714413,414.705,414.03499999999997,414.279,413.83325,0.18767030303030022,0.004841818181817857,100.0,0.0,1.5165353819609804,4.824722785954236,-0.0,2.584682780487924,green,red
2026-08-20 15:03:00,415.02,416.035,414.84,415.93,157114,0.4635714285714333,414.77250000000004,414.0475,414.5215,413.98525,0.27415999999999796,0.0034848484848480714,100.0,0.0,1.5455850281413723,9.734673348826277,-0.0,3.2149787118818267,green,red
2026-08-20 15:04:00,415.91,416.05,415.54,415.96,88992,0.48285714285714626,414.80875000000003,414.055,414.7655,414.19925,0.30453030303029943,0.0024848484848479474,100.0,0.0,1.5489991778599583,7.1167181106380895,-0.0,3.613548847842594,lime,red
2026-08-20 15:05:00,415.91,416.04,415.27,415.3,125156,0.5235714285714356,414.90999999999997,414.055,414.9995,414.37524999999994,0.2916666666666625,0.06148484848484493,90.0,0.0,1.5619991860813602,0.030665224747963293,-0.0,3.6777064523187164,lime,red
